answer,latitude,longitude,category,dinner_from,dinner_to
PRE13/ARE11/SUB1103,35.7088898,139.7538919,居酒屋・バー,17:30:00,23:30:00
PRE13/ARE9/SUB901,35.7086965,139.7853704,ラーメン・麺類,17:30:00,19:30:00
PRE13/ARE17/SUB1701,35.6943676,139.816793,焼肉,18:00:00,1:00:00
PRE13/ARE9/SUB904,35.7178073,139.8201478,居酒屋・バー,17:00:00,2:00:00
PRE13/ARE17/SUB1704,35.6949953,139.7938203,イタリアン,18:00:00,23:00:00
PRE10/ARE60/SUB6002,36.3226366,139.0092764,和食・日本料理,17:00:00,24:00:00
PRE13/ARE13/SUB705,35.6220904,139.7035435,ラーメン・麺類,17:00:00,22:00:00
PRE13/ARE664/SUB2205,35.6519521,139.6357712,イタリアン,17:00:00,23:00:00
PRE13/ARE663/SUB1205,35.7049543,139.6135047,すし・魚料理,17:00:00,23:30:00
PRE13/ARE663/SUB1205,35.7006541,139.6026167,すし・魚料理,17:30:00,22:30:00
PRE13/ARE12/SUB1204,35.6977412,139.6401375,すし・魚料理,17:30:00,23:30:00
PRE13/ARE12/SUB1204,35.7024946,139.6518309,中華,17:30:00,21:00:00
PRE13/ARE662/SUB66201,35.7303421,139.7105637,フレンチ,17:00:00,23:00:00
PRE13/ARE24/SUB2401,35.7634568,139.6756102,和食・日本料理,17:30:00,23:30:00
PRE13/ARE3/SUB302,35.615482,139.379096,イタリアン,0:00:00,22:00:00
PRE13/ARE12/SUB1208,35.7292111,139.6017548,ラーメン・麺類,18:00:00,30:00:00
PRE13/ARE10/SUB1004,35.6642621,139.872186,和食・日本料理,17:30:00,23:10:00
PRE13/ARE3/SUB302,35.657255,139.3371123,居酒屋・バー,18:00:00,24:00:00
PRE13/ARE3/SUB303,35.7918491,139.308982,焼肉,17:00:00,22:00:00
PRE13/ARE25/SUB2501,35.6582797,139.4584052,居酒屋・バー,18:00:00,0:00:00
PRE13/ARE666/SUB66602,35.7497112,139.4712169,焼鳥・串料理,17:00:00,23:30:00
PRE13/ARE667/SUB2503,35.6471177,139.4465852,すし・魚料理,17:00:00,22:30:00
PRE14/ARE39/SUB3903,35.4405788,139.6506765,フレンチ,18:00:00,23:00:00
PRE14/ARE589/SUB58903,35.4348042,139.630934,丼もの・揚げ物,16:00:00,19:00:00
PRE14/ARE583/SUB3603,35.3914482,139.615939,和食・日本料理,17:00:00,24:00:00
PRE14/ARE35/SUB58204,35.536531,139.6304019,ラーメン・麺類,17:30:00,22:00:00
PRE14/ARE36/SUB3601,35.3971583,139.5629009,中華,17:30:00,21:00:00
PRE14/ARE37/SUB3701,35.5288005,139.7010152,すし・魚料理,17:00:00,5:30:00
PRE23/ARE65/SUB6502,35.1559586,136.9171398,ラーメン・麺類,16:00:00,23:30:00
PRE14/ARE28/SUB2803,35.5820078,139.3619967,ファミレス・ファーストフード,15:00:00,27:00:00
PRE13/ARE663/SUB1202,35.698918,139.576915,アジア・エスニック,17:00:00,22:00:00
PRE14/ARE40/SUB3406,35.2940505,139.5800422,フレンチ,17:30:00,22:30:00
PRE14/ARE29/SUB57304,35.3448933,139.141053,イタリアン,17:00:00,23:00:00
PRE26/ARE660/SUB11003,35.0172545,135.7551035,ラーメン・麺類,0:00:00,0:00:00
PRE27/ARE94/SUB9402,34.6774756,135.4951106,居酒屋・バー,0:00:00,0:00:00
PRE27/ARE91/SUB9104,34.6891605,135.5060926,焼鳥・串料理,17:00:00,25:00:00
PRE27/ARE91/SUB9102,34.6830973,135.5046235,和食・日本料理,17:30:00,23:00:00
PRE13/ARE14/SUB1405,35.654138,139.735331,居酒屋・バー,19:00:00,4:00:00
PRE27/ARE87/SUB8701,34.5761583,135.4728087,和食・日本料理,17:00:00,23:00:00
PRE23/ARE69/SUB6901,35.2059782,136.8969384,居酒屋・バー,18:00:00,24:00:00
PRE23/ARE68/SUB6801,35.1351067,136.8732749,焼肉,17:00:00,24:00:00
PRE23/ARE68/SUB6801,35.1221752,136.8686318,その他,17:00:00,22:00:00
PRE13/ARE11/SUB1104,35.6963622,139.7556833,居酒屋・バー,17:00:00,23:00:00
PRE23/ARE73/SUB7302,35.1773231,136.7196492,フレンチ,17:30:00,22:00:00
PRE23/ARE74/SUB60604,34.8554725,136.9241579,すし・魚料理,17:30:00,20:00:00
PRE40/ARE122/SUB12301,33.5903599,130.3931408,和食・日本料理,17:00:00,23:00:00
PRE40/ARE122/SUB12301,33.5868436,130.3924687,イタリアン,18:00:00,23:00:00
PRE40/ARE136/SUB13603,33.1991505,130.3798913,イタリアン,17:30:00,21:30:00
PRE40/ARE135/SUB13502,33.5440532,130.4879174,すし・魚料理,17:00:00,21:00:00
PRE40/ARE135/SUB65309,33.5153591,130.4178839,丼もの・揚げ物,17:00:00,21:30:00
PRE26/ARE108/SUB10801,35.0135224,135.7667911,和食・日本料理,17:30:00,22:30:00
PRE26/ARE657/SUB10901,35.0062752,135.7605743,居酒屋・バー,16:00:00,24:00:00
PRE26/ARE112/SUB11201,35.0020729,135.7780588,和食・日本料理,17:00:00,22:30:00
PRE26/ARE111/SUB11103,34.9894201,135.7360127,中華,17:00:00,20:30:00
PRE26/ARE112/SUB11301,34.9847313,135.8176852,焼肉,17:00:00,23:00:00
PRE01/ARE244/SUB24401,41.7752901,140.7453056,ラーメン・麺類,17:00:00,20:00:00
PRE01/ARE446/SUB26101,43.182004,141.0110444,居酒屋・バー,18:00:00,23:00:00
PRE01/ARE271/SUB27101,43.8059296,142.3880418,ラーメン・麺類,17:00:00,23:00:00
PRE01/ARE300/SUB30001,42.9768524,144.3917458,居酒屋・バー,17:00:00,23:00:00
PRE01/ARE300/SUB30001,43.0064188,144.3941498,中華,17:30:00,23:00:00
PRE01/ARE265/SUB26501,42.9124175,143.2046138,すし・魚料理,18:00:00,22:00:00
PRE01/ARE291/SUB29102,43.8080533,143.8587802,ラーメン・麺類,17:00:00,19:00:00
PRE01/ARE261/SUB44502,43.0744511,141.4915578,焼鳥・串料理,18:00:00,23:00:00
PRE01/ARE261/SUB44502,42.9642061,141.5524301,焼肉,17:00:00,22:00:00
PRE02/ARE159/SUB15901,40.8263625,140.7543253,居酒屋・バー,16:00:00,24:00:00
PRE02/ARE344/SUB34401,40.8102735,140.4423143,居酒屋・バー,17:00:00,24:00:00
PRE03/ARE161/SUB16101,39.7042825,141.1542684,丼もの・揚げ物,17:30:00,20:30:00
PRE04/ARE158/SUB53103,38.256722,140.8783331,お好み焼・粉物,17:00:00,21:30:00
PRE04/ARE535/SUB27202,38.4334242,141.3064696,居酒屋・バー,17:30:00,22:30:00
PRE05/ARE160/SUB16001,39.7250495,140.129703,丼もの・揚げ物,17:30:00,21:00:00
PRE15/ARE498/SUB49801,37.6875416,138.8782519,フレンチ,17:30:00,23:00:00
PRE06/ARE162/SUB16201,38.2490641,140.3397627,ラーメン・麺類,17:00:00,20:00:00
PRE06/ARE289/SUB34803,38.1172174,140.0426395,焼肉,17:00:00,23:00:00
PRE07/ARE235/SUB23501,37.490125,139.9297043,居酒屋・バー,17:00:00,20:00:00
PRE07/ARE163/SUB16302,37.3726348,140.3648725,焼肉,17:00:00,24:00:00
PRE13/ARE16/SUB1302,35.6444894,139.7365236,ラーメン・麺類,17:00:00,22:00:00
PRE07/ARE163/SUB35105,37.1246532,140.1967939,ラーメン・麺類,17:30:00,23:00:00
PRE07/ARE235/SUB35302,37.6516687,139.8733613,居酒屋・バー,18:00:00,23:00:00
PRE07/ARE222/SUB22202,37.8015607,140.9190917,その他,17:00:00,22:00:00
PRE08/ARE56/SUB5601,36.4024908,140.4354878,ラーメン・麺類,17:30:00,22:00:00
PRE08/ARE57/SUB5702,36.0503233,140.1334582,すし・魚料理,18:00:00,21:00:00
PRE08/ARE56/SUB5602,36.4337779,140.5389571,居酒屋・バー,17:00:00,24:00:00
PRE08/ARE58/SUB37002,35.9584977,140.6379168,和食・日本料理,17:30:00,21:30:00
PRE08/ARE56/SUB36704,36.4686632,140.4521809,和食・日本料理,17:00:00,20:00:00
PRE08/ARE58/SUB5801,35.8965195,140.6391848,和食・日本料理,17:00:00,22:30:00
PRE09/ARE238/SUB23801,36.3632466,139.5752002,ラーメン・麺類,17:00:00,22:30:00
PRE09/ARE59/SUB53702,36.5165275,139.6717424,ラーメン・麺類,17:00:00,18:30:00
PRE09/ARE269/SUB26901,36.68901,139.7493699,洋食・西洋料理,17:30:00,22:00:00
PRE09/ARE238/SUB23802,36.3380758,139.7787684,丼もの・揚げ物,17:00:00,21:30:00
PRE10/ARE544/SUB54404,36.41217,139.3377561,和食・日本料理,17:00:00,21:30:00
PRE10/ARE544/SUB6003,36.3199366,139.1967385,ラーメン・麺類,18:00:00,21:00:00
PRE07/ARE163/SUB35102,37.5909616,140.4286786,ラーメン・麺類,17:00:00,20:00:00
PRE11/ARE53/SUB5301,35.9039787,139.6262426,こだわりの肉料理,17:00:00,23:30:00
PRE11/ARE51/SUB5102,35.878997,139.6510768,すし・魚料理,17:00:00,22:00:00
PRE11/ARE51/SUB5102,35.8744717,139.658855,中華,17:00:00,22:00:00
PRE11/ARE51/SUB5105,35.8343139,139.6752443,中華,17:00:00,20:30:00
PRE11/ARE50/SUB5002,35.9080469,139.4841352,居酒屋・バー,17:00:00,26:00:00
PRE11/ARE52/SUB5201,35.8160027,139.7026951,居酒屋・バー,20:00:00,6:00:00
PRE11/ARE489/SUB48904,36.1390399,139.4576924,ラーメン・麺類,17:30:00,19:00:00
PRE11/ARE48/SUB4802,35.8469288,139.3250287,ラーメン・麺類,18:00:00,22:00:00
PRE11/ARE49/SUB4904,36.1098274,139.6592196,和食・日本料理,17:00:00,21:30:00
PRE46/ARE143/SUB14301,31.5868669,130.5416427,しゃぶしゃぶ・すき焼き,17:30:00,22:30:00
PRE01/ARE261/SUB44502,43.104442,141.532686,ラーメン・麺類,17:00:00,21:30:00
PRE11/ARE49/SUB48805,36.0186308,139.6351233,中華,17:00:00,21:00:00
PRE12/ARE45/SUB4501,35.6082397,140.122412,すし・魚料理,17:00:00,24:00:00
PRE12/ARE47/SUB4701,35.7319705,140.8257411,居酒屋・バー,17:00:00,24:00:00
PRE12/ARE456/SUB4304,35.7005463,139.9872224,フレンチ,17:00:00,24:00:00
PRE12/ARE463/SUB4602,35.3815173,139.922213,ラーメン・麺類,17:00:00,21:00:00
PRE12/ARE42/SUB4102,35.7823766,139.9008159,中華,10:00:00,23:00:00
PRE13/ARE3/SUB302,35.6612821,139.3397194,焼肉,17:00:00,24:00:00
PRE43/ARE142/SUB14201,32.798567,130.708325,ラーメン・麺類,18:00:00,26:00:00
PRE13/ARE9/SUB905,35.7462818,139.7827448,中華,17:00:00,23:00:00
PRE27/ARE89/SUB8902,34.697246,135.4952694,イタリアン,18:00:00,23:00:00
PRE13/ARE14/SUB1405,35.6562697,139.7384758,中華,17:30:00,22:00:00
PRE15/ARE157/SUB49503,37.9016445,139.0564362,すし・魚料理,17:00:00,22:00:00
PRE15/ARE157/SUB49504,37.8936544,139.0024962,すし・魚料理,17:00:00,22:00:00
PRE15/ARE502/SUB22802,37.8734062,138.4170589,和食・日本料理,17:00:00,22:00:00
PRE15/ARE496/SUB49602,38.0525137,139.4000401,すし・魚料理,16:00:00,22:00:00
PRE31/ARE288/SUB28801,35.4317154,133.33125,居酒屋・バー,20:00:00,28:00:00
PRE23/ARE71/SUB7101,35.29017,136.816346,カフェ・スイーツ,17:30:00,21:30:00
PRE32/ARE565/SUB27702,34.6813463,131.8383258,すし・魚料理,17:00:00,22:00:00
PRE18/ARE556/SUB15401,36.0708472,136.2002145,居酒屋・バー,17:30:00,24:00:00
PRE18/ARE553/SUB55301,36.0588281,136.499248,すし・魚料理,17:30:00,22:00:00
PRE17/ARE155/SUB15501,36.5904314,136.6170063,焼鳥・串料理,17:00:00,23:00:00
PRE17/ARE260/SUB26002,36.2837841,136.3560345,和食・日本料理,17:30:00,22:00:00
PRE19/ARE83/SUB8301,35.6516527,138.5565307,居酒屋・バー,18:00:00,27:00:00
PRE20/ARE82/SUB8201,36.6502869,138.1857657,すし・魚料理,17:00:00,23:00:00
PRE20/ARE298/SUB29802,35.5178275,137.825018,すし・魚料理,17:30:00,23:00:00
PRE20/ARE298/SUB56003,35.8526421,137.9937619,ラーメン・麺類,17:00:00,21:00:00
PRE20/ARE82/SUB8202,36.7452822,138.3677555,居酒屋・バー,19:00:00,27:00:00
PRE20/ARE227/SUB22701,36.121503,138.2267095,洋食・西洋料理,0:00:00,0:00:00
PRE20/ARE82/SUB55704,36.7526356,138.2453658,丼もの・揚げ物,17:00:00,20:00:00
PRE21/ARE81/SUB8101,35.3882299,136.731503,ラーメン・麺類,17:00:00,20:45:00
PRE21/ARE81/SUB8101,35.4023609,136.7262035,居酒屋・バー,17:00:00,24:00:00
PRE21/ARE382/SUB38202,35.4894564,136.8716263,こだわりの肉料理,17:00:00,21:00:00
PRE21/ARE382/SUB38204,35.5462081,136.9112765,中華,17:00:00,21:00:00
PRE21/ARE81/SUB37905,35.4136086,136.8465916,中華,17:00:00,22:30:00
PRE38/ARE145/SUB14501,33.8381051,132.7687052,ラーメン・麺類,17:00:00,23:00:00
PRE22/ARE328/SUB32803,35.2463054,138.6101622,ラーメン・麺類,17:00:00,19:30:00
PRE22/ARE322/SUB7603,34.6825079,138.9440684,アジア・エスニック,17:30:00,21:00:00
PRE22/ARE323/SUB32303,34.9946311,138.9386597,和食・日本料理,17:00:00,20:00:00
PRE13/ARE14/SUB1405,35.6571844,139.7370589,洋食・西洋料理,17:00:00,20:00:00
PRE24/ARE408/SUB40802,34.0756064,136.190584,居酒屋・バー,17:30:00,23:30:00
PRE28/ARE100/SUB10004,34.730224,135.2934571,すし・魚料理,16:00:00,20:00:00
PRE28/ARE100/SUB10001,34.7089502,135.2175948,中華,17:00:00,23:00:00
PRE28/ARE105/SUB10501,34.7833182,134.5821026,すし・魚料理,16:30:00,21:00:00
PRE28/ARE105/SUB10503,34.7855888,134.8996743,和食・日本料理,18:00:00,22:00:00
PRE25/ARE119/SUB11901,34.9770547,135.9009628,フレンチ,17:00:00,22:00:00
PRE28/ARE106/SUB10601,34.5258418,134.8848994,和食・日本料理,17:00:00,21:00:00
PRE29/ARE386/SUB38608,34.5643391,135.7169593,フレンチ,17:30:00,21:00:00
PRE29/ARE386/SUB38609,34.5494662,135.7289253,その他,17:00:00,20:00:00
PRE30/ARE121/SUB41703,34.3026276,135.5588503,その他,17:00:00,23:00:00
PRE13/ARE11/SUB1101,35.691173,139.770641,居酒屋・バー,18:00:00,24:00:00
PRE13/ARE14/SUB1405,35.6556017,139.7411125,和食・日本料理,18:00:00,22:00:00
PRE34/ARE152/SUB56606,34.3953712,132.4786607,焼肉,17:00:00,24:00:00
PRE34/ARE152/SUB56603,34.3645305,132.4776828,中華,17:00:00,21:00:00
PRE34/ARE152/SUB56603,34.3562004,132.4635478,居酒屋・バー,18:00:00,24:00:00
PRE34/ARE152/SUB56604,34.4037254,132.4421478,お好み焼・粉物,17:00:00,21:00:00
PRE34/ARE152/SUB56604,34.4095507,132.4519113,居酒屋・バー,16:00:00,25:00:00
PRE34/ARE152/SUB56602,34.3740445,132.3574842,焼肉,17:00:00,22:00:00
PRE34/ARE285/SUB28502,34.4105006,133.2056854,お好み焼・粉物,18:30:00,23:00:00
PRE34/ARE285/SUB28501,34.4866711,133.3676566,和食・日本料理,18:00:00,22:00:00
PRE33/ARE240/SUB24001,34.7565791,134.0238366,居酒屋・バー,16:30:00,22:00:00
PRE36/ARE148/SUB14801,34.0651673,134.5610816,その他,18:00:00,21:00:00
PRE36/ARE148/SUB14801,34.0678502,134.5485881,居酒屋・バー,20:00:00,26:30:00
PRE35/ARE229/SUB22901,33.951995,130.9292517,居酒屋・バー,19:00:00,27:00:00
PRE35/ARE429/SUB14903,34.0529029,131.8046573,ビュッフェ・バイキング,18:00:00,21:30:00
PRE37/ARE146/SUB14601,34.3015963,134.0144437,中華,17:00:00,21:30:00
PRE38/ARE145/SUB14501,33.9495148,132.7702197,中華,17:00:00,22:00:00
PRE41/ARE233/SUB23303,33.4476213,129.9690973,和食・日本料理,17:00:00,24:00:00
PRE42/ARE139/SUB13901,32.7419971,129.8747699,しゃぶしゃぶ・すき焼き,17:00:00,22:00:00
PRE42/ARE507/SUB13903,32.7912769,130.3637301,居酒屋・バー,17:00:00,23:00:00
